id,hostPort,isActive,rddBlocks,memoryUsed,diskUsed,totalCores,maxTasks,activeTasks,failedTasks,completedTasks,totalTasks,totalDuration,totalGCTime,totalInputBytes,totalShuffleRead,totalShuffleWrite,isBlacklisted,maxMemory,addTime,blacklistedInStages,resourceProfileId,isExcluded,excludedInStages,memoryMetrics.usedOnHeapStorageMemory,memoryMetrics.usedOffHeapStorageMemory,memoryMetrics.totalOnHeapStorageMemory,memoryMetrics.totalOffHeapStorageMemory,peakMemoryMetrics.JVMHeapMemory,peakMemoryMetrics.JVMOffHeapMemory,peakMemoryMetrics.OnHeapExecutionMemory,peakMemoryMetrics.OffHeapExecutionMemory,peakMemoryMetrics.OnHeapStorageMemory,peakMemoryMetrics.OffHeapStorageMemory,peakMemoryMetrics.OnHeapUnifiedMemory,peakMemoryMetrics.OffHeapUnifiedMemory,peakMemoryMetrics.DirectPoolMemory,peakMemoryMetrics.MappedPoolMemory,peakMemoryMetrics.ProcessTreeJVMVMemory,peakMemoryMetrics.ProcessTreeJVMRSSMemory,peakMemoryMetrics.ProcessTreePythonVMemory,peakMemoryMetrics.ProcessTreePythonRSSMemory,peakMemoryMetrics.ProcessTreeOtherVMemory,peakMemoryMetrics.ProcessTreeOtherRSSMemory,peakMemoryMetrics.MinorGCCount,peakMemoryMetrics.MinorGCTime,peakMemoryMetrics.MajorGCCount,peakMemoryMetrics.MajorGCTime,peakMemoryMetrics.TotalGCTime
driver,10.223.136.209:53436,True,50,0,3552709490,8,8,0,0,1154,1154,1895941,18779,148517639991,1586650314,1586650314,False,4965217075,2026-03-03T21:53:37.245GMT,[],0,False,[],0,0,4965217075,0,8162005112,255910936,1958686851,0,4963295774,0,4963295774,0,15354588,348268,0,0,0,0,0,0,794,16993,2,1786,18779
